id	acxiom_id	name	address1	address2	address3	city	county	state	country	zip	phone	fax	url	email	flags	latitude	longitude	accuracy	time_created	score	rating	review_count	photo_id	alias	geoquad	data_source_type
5939083	5939083	Visage Studio	2325 3rd Street	Suite 411		San Francisco		CA	US	94107	+14155031011		http://visagestudio.com		64	37.76006	-122.3883034	9	0	3.38877266897742	4.5	2	NULL	visage-studio-san-francisco	6411589	NULL
5939113	5939113	Laurel Realty	294 29			San Francisco		CA	US	94102	+16503471516		NULL		0	37.7437037	-122.4266433	8	0	2.72141595285012	1	2	NULL	laurel-realty-san-francisco	6389742	NULL
5939564	14196251	Ballout Haitham Edward Law Offices of	220 Montgomery -one block from immigration courts	Suite 416		San Francisco		CA	US	94104	+14152521234		http://www.balloutimmigrationlaw.com		70	37.7749295	-122.4194155	4	0	NULL	0	0	1919160	ballout-haitham-edward-law-offices-of-san-francisco-2	6389743	NULL
5940173	5940173	Bernstein & Evleshin Law Office	207 Powell St			San Francisco		CA	US	94102	+16506524688		NULL		0	37.7866776	-122.4082565	8	0	NULL	0	0	NULL	bernstein-and-evleshin-law-office-san-francisco	6389743	NULL
5940687	14196723	Blackman Legal Group	One Embarcadero Ctr	Ste 500		San Francisco		CA	US	94111	+14155855200		http://www.blackmanlegal.com		70	37.794644	-122.399644	8	0	NULL	0	0	2838116	blackman-legal-group-san-francisco-2	6411589	NULL
5941235	14196960	Discount Plumbing Rooter Inc	4104 24th St	Ste 347		San Francisco		CA	US	94114	+16509912100		http://www.discountplumbingrooterinc.com		576	37.7512929	-122.4343085	9.5	0	4.37099841441669	4.40322580645161	186	31551659	discount-plumbing-rooter-inc-san-francisco	6389743	NULL
5941362	5941362	Zhang's Moving Company	1671 40th Ave			San Francisco		CA	US	94112	+14155844425		http://www.zhangsmoving.com		65	37.755657	-122.499471	8	0	4.29020461389487	4.37142857142857	70	230786	zhangs-moving-company-san-francisco-2	6389741	NULL
5941395	5941395	AA Grupo Geneva	5529 Mission St			San Francisco		CA	US	94112	+14155870442		NULL		0	37.7120436	-122.4450504	8	0	NULL	0	0	9219267	aa-grupo-geneva-san-francisco	6389742	NULL
5941908	5941908	Pera	1457 18th St			San Francisco		CA	US	94107	+14157963812		http://www.perasf.com/		4176	37.762484	-122.397089	9.5	0	3.95628415300546	4.00963855421687	415	30292227	pera-san-francisco	6411589	NULL
5943539	5943539	City Cabinetmakers of Los Altos	1351 Underwood Ave			San Francisco		CA	US	94124	+16509484889		NULL		0	37.7272395	-122.3873452	8	0	NULL	0	0	NULL	city-cabinetmakers-of-los-altos-san-francisco	6411588	NULL
5943589	14205258	Priddy J Michael PHD	1801 Bush St	Ste 111		San Francisco		CA	US	94109	+14157522726		http://www.michaelpriddy.com		64	37.7874665	-122.4273696	8	0	3.27858404714988	5	1	NULL	priddy-j-michael-phd-san-francisco	6389743	NULL
5944839	14169208	Clear Skies Pest Elimination	NULL			San Francisco		CA	US	94103	+14158762808		http://www.clearskiespest.com/		8256	37.7726402	-122.4099154	5	0	4.19343268630765	4.62068965517241	29	12923628	clear-skies-pest-elimination-san-francisco-2	6389743	NULL
5944973	5944973	Mark S Bridges, Attorney At Law	100 Montgomery St	Ste 2100		San Francisco		CA	US	94104	+14153229537		http://www.markbridgeslaw.com/		0	37.7901932	-122.4019926	8	0	3.51836355863656	5	4	19408440	mark-s-bridges-attorney-at-law-san-francisco	6389743	NULL
5945345	14198278	E & M Equipment	611 Folsom St			San Francisco		CA	US	94107	+16506928500		NULL		0	37.78498	-122.396536	8	0	NULL	0	0	NULL	e-and-m-equipment-san-francisco	6411589	NULL
5945608	5945608	Enterprise Rent-A-Car	780 McDonnell Rd			San Francisco		CA	US	94128	+16506979200		http://www.enterprise.com		86	37.6296746	-122.3991989	8	0	NULL	0	0	NULL	enterprise-rent-a-car-san-francisco-30	6411584	NULL
5945919	5945919	Stern Earl MD Inc	10 Melba Ave			San Francisco		CA	US	94132	+14156613434		NULL		32	37.7324305	-122.478347	8	0	NULL	0	0	NULL	stern-earl-md-inc-san-francisco	6389740	NULL
5946190	12994062	San Francisco Stereo & Theater Systems	2201 Market Street			San Francisco		CA	US	94114	+14158611044		http://www.sfstereo.com		96	37.765526	-122.4311063	8	0	3.27823370392614	3.46153846153846	13	47689	san-francisco-stereo-and-theater-systems-san-francisco	6389743	NULL
5946403	14198609	Spiral Group	201 Laguna St	Ste 3		San Francisco		CA	US	94102	+14158698579		http://www.spiralgroup.com		64	37.7729815	-122.425826	9	0	NULL	0	0	NULL	spiral-group-san-francisco	6389743	NULL
5947510	5947510	Jeremiah O'Brien Liberty Ships Gift Store	Pier 45			San Francisco	NULL	CA	US	94133	+14154416872		NULL		16	37.800497	-122.409117	5	0	NULL	0	0	NULL	jeremiah-o-brien-liberty-ships-gift-store-san-francisco	6389754	NULL
5948537	5948537	Sas Financial Advisors	50 California St	Ste 1500		San Francisco		CA	US	94111	+16505337732		http://www.sasadvisors.com		64	37.7938138	-122.397498	9	0	NULL	0	0	NULL	sas-financial-advisors-san-francisco	6411589	NULL
5949499	5949499	Waggener Edstrom	185 Berry Street, Suite #5400			San Francisco		CA	US	94107	+14155477000		http://www.waggeneredstrom.com		64	37.7763776	-122.3918969	9	0	NULL	0	0	NULL	waggener-edstrom-san-francisco	6411589	NULL
5949662	5949662	Golden Gate Clock House	1357 San Mateo Ave			San Francisco		CA	US	94403	+16505835552		NULL		32	37.5398319	-122.293831	9	0	3.27858404714988	5	1	NULL	golden-gate-clock-house-san-francisco	6411548	NULL
5953196	14188258	Good Service Guide	1388 Sutter St	Ste 505		San Francisco		CA	US	94109	+16506543876		NULL		8	37.787645	-122.423065	9	0	2.72141595285012	1	1	NULL	good-service-guide-san-francisco-4	6389743	NULL
5953416	5953416	Price Painting	217 Farallones St			San Francisco		CA	US	94112	+14154699447		NULL		0	37.7139483	-122.4597364	8	0	NULL	0	0	NULL	price-painting-san-francisco	6389740	NULL
5953417	5953417	Childrens Psychological Trauma Centre	2105 Divisadero St			San Francisco		CA	US	94115	+14154740955		http://www.expertchildpsychiatry.org/		80	37.7892136	-122.4409635	8	0	NULL	0	0	NULL	childrens-psychological-trauma-centre-san-francisco	6389743	NULL
5953458	5953458	Berko Dan	819 Eddy			San Francisco		CA	US	94109	+14157716174		http://www.avvo.com/attorneys/94109-ca-daniel-berko-337378/website.html		80	37.7828075	-122.4217168	8	0	NULL	0	0	NULL	berko-dan-san-francisco	6389743	NULL
5953468	5953468	Mexico Artistic Iron Works	1419 Egbert Ave			San Francisco		CA	US	94124	+14158229320		NULL		16	37.7239231	-122.3948799	8	0	NULL	0	0	NULL	mexico-artistic-iron-works-san-francisco-2	6411588	NULL
5953478	14201165	Blueprint Ventures	201 Post St	Suite 1140		San Francisco		CA	US	94108	+14159014000		http://www.blueprintventures.com		64	37.7886516	-122.4054354	9	0	NULL	0	0	NULL	blueprint-ventures-san-francisco	6389743	NULL
5953551	5953551	Fox Rent A Car San Francisco	780 N McDonnell Rd			San Francisco		CA	US	94128	+14159172713		https://www.foxrentacar.com/en/locations/us/ca/san-francisco-airport.html		0	37.6297797	-122.4000691	8	0	1.86537394534074	2.19272727272727	275	35819611	fox-rent-a-car-san-francisco-san-francisco	6389738	NULL
5953576	14201213	Prometric I T Testing	400 Oyster Point Blvd S			San Francisco		CA	US	94080	+16502449470		NULL		0	37.6655559	-122.3824481	8	0	3.3887726689774196	4.5	2	NULL	prometric-i-t-testing-san-francisco	6411585	NULL
5953626	5953626	Baystar Security Patrol	423 Broadway			San Francisco		CA	US	94133	+16502597661		NULL		16	37.7982493	-122.4042123	8	0	NULL	0	0	NULL	baystar-security-patrol-san-francisco	6389743	NULL
5953667	5953667	National Car Rental	780 North Mcdonnell Rd			San Francisco		CA	US	94128	+18552374219		https://www.nationalcar.com/en_US/location-details/us/sfot01-san-francisco-intl-arpt.html?iataNumber=NC003143&affiliateRes=Y&cm_mmc=Yelp-_-Local-_-National-_-null		4112	37.629308	-122.400156	9.5	0	3.72054661495896	4	168	57432663	national-car-rental-san-francisco-5	6389738	NULL
5954218	5954218	fiona Systems Integration	123 10th St			San Francisco		CA	US	94103	+16504304000		http://www.fionasystems.com		80	37.7751493	-122.4153	8	0	0	5	1	2802033	fiona-systems-integration-san-francisco	6389743	NULL
5954424	5954424	Citibank	101 Arroyo Dr			San Francisco		CA	US	94080	+16503517233		http://www.citi.com		80	37.654679	-122.437519	9.5	0	2.43601454511753	1.6	5	49395919	citibank-san-francisco-33	6389739	NULL
5954449	5954449	Frisco Limo	611 Folsom St			San Francisco		CA	US	94107	+14158103992		http://www.friscolimo.com		64	37.7849183	-122.3964828	8	0	4.40315753426045	4.41463414634146	41	36523941	frisco-limo-san-francisco-2	6411589	NULL
5954678	14201665	In & Out Plumbing				San Francisco		CA	US	94122	+14154402810		http://www.inandoutplumbing.com		72	37.7597481	-122.4750292	5	0	0	0	0	18484833	in-and-out-plumbing-san-francisco-3	6389741	NULL
5955092	5955092	Knight's Catering	255 Mendell St			San Francisco		CA	US	94124	+14159203663		http://www.knightscatering.com		86	37.7413294	-122.3836555	8	0	NULL	0	0	NULL	knights-catering-san-francisco-3	6411588	NULL
5955113	5955113	Silverstein and Pomerantz Llp	55 Hawthorne St Ste 440			San Francisco		CA	US	94105	+16506362500		NULL		16	37.7854211	-122.3986266	9	0	NULL	0	0	NULL	silverstein-and-pomerantz-llp-san-francisco-2	6411589	NULL
5955246	5955246	Expert Rooter & Plumbing, Inc.				San Francisco		CA	US	94080	+16507426746		http://www.expertrooterandplumbing.com		80	37.654656	-122.4077498	9.5	0	4.1868606805188	4.8	20	37921341	expert-rooter-and-plumbing-inc-san-francisco	6389739	NULL
5955401	5955401	Police Departments-Southern Station	850 Bryant Street			San Francisco		CA	US	94080	+16508217100		http://www.sfgov.org/site/police_index.asp		72	37.7752691	-122.4037573	8	0	3.12079061612608	3.33333333333333	3	58758	police-departments-southern-station-san-francisco	6389743	NULL
5955461	5955461	TEKsystems	221 Main St.	Suite 200		San Francisco		CA	US	94105	+14153436000		http://www.teksystems.com/locations/united-states/california/san-francisco		64	37.7904127	-122.3920575	8	0	3.18573207168253	2.8	10	NULL	teksystems-san-francisco	6411589	NULL
5955676	5955676	Spider Staging	375 Oyster Point Blvd	Ste 1		San Francisco		CA	US	94080	+16508260095		NULL		16	37.6627179	-122.3857182	9	0	NULL	0	0	NULL	spider-staging-san-francisco	6411585	NULL
5955685	5955685	Gary A Belaga, MD	Headache Solutions	2001 Union St	Ste 104	San Francisco		CA	US	94123	+14156416223		http://belagamed.com		80	37.797184	-122.432486	9	0	3.59381025813241	3.45	20	44740694	gary-a-belaga-md-san-francisco-3	6389743	NULL
5955835	14202089	Undercar Specialty Warehouse II	2214 Quesada Ave			San Francisco		CA	US	94124	+16508718800		NULL		0	37.7390929	-122.401054	8	0	0	0	0	NULL	undercar-specialty-warehouse-ii-san-francisco	6389742	NULL
5955919	5955919	Smith & Fong Plyboo	475 6th St			San Francisco		CA	US	94103	+14158960577		http://www.plyboo.com		576	37.776576	-122.402602	9.5	0	3	3	4	NULL	smith-and-fong-plyboo-san-francisco-3	6389743	NULL
5956167	5956167	Ideal Restoration	1499 Evans Ave			San Francisco		CA	US	94124	+18003796881		http://www.idealsf.com		576	37.741346	-122.3864	9.5	0	4.12164159869456	4.04347826086957	23	6443659	ideal-restoration-san-francisco-2	6411588	NULL
5956336	5956336	Have Your Cake				San Francisco	San Francisco Co.	CA	US	94121	+16508738488		http://www.haveyourcake.org		64	37.7808723449707	-122.496696472168	9.5	0	4.60707773296902	4.69230769230769	65	45750260	have-your-cake-san-francisco-2	6389741	NULL
5956481	14202343	Pacific Scaffold Co.	1540 Davidson Ave			San Francisco		CA	US	94124	+14153330224		http://www.pacificscaffold.net		576	37.7453041	-122.3905213	8	0	3.27858404714988	3	4	3374650	pacific-scaffold-company-san-francisco-2	6411588	NULL
5956528	5956528	Japan Airlines	San Francisco International Terminal	San Francisco International Airport		San Francisco		CA	US	94128	+18005253663		http://www.ar.jal.com		64	37.615223	-122.389979	5	0	4.22084245847983	3.76666666666667	30	37366259	japan-airlines-san-francisco-2	6411584	NULL
5956640	5956640	Prudential Financial	180 Montgomery St	Ste 1675		San Francisco		CA	US	94104	+14154863050		http://www.prudential.com		80	37.790736	-122.401969	9	0	0	0	0	NULL	prudential-financial-san-francisco	6389743	NULL
5956642	14202394	Reis Hauling	PO Box 16550			San Francisco		CA	US	94116	+14158509991		NULL		0	37.7432421	-122.497668	5	0	2.72141595285012	1	1	NULL	reis-hauling-san-francisco	6389740	NULL
5958193	12944451	Palmer Ad Agency	466 Geary St	Ste 301		San Francisco		CA	US	94102	+14157712327		http://palmeradagency.com		64	37.7870365	-122.4110107	9.5	0	0	0	0	34404843	palmer-ad-agency-san-francisco	6389743	NULL
5958194	14224904	Chang Henry Soochull CPA	870 Market Street			San Francisco		CA	US	94102	+14154217266		NULL		0	37.7850284	-122.407062	8	0	NULL	0	0	NULL	chang-henry-soochull-cpa-san-francisco	6389743	NULL
5958196	12944453	Worldwide Network	75 Lily Street			San Francisco		CA	US	94102	+14082860100		NULL		48	37.7746469	-122.4220927	8	0	NULL	0	0	NULL	worldwide-network-san-francisco	6389743	NULL
5958205	14224905	Iversen C Judd	507 Polk St	Ste 310		San Francisco		CA	US	94102	+14152021880		NULL		0	37.7813569	-122.4187947	9	0	0	0	0	NULL	iversen-c-judd-san-francisco	6389743	NULL
5958206	12944455	Iversen Judd C Atty	507 Polk Street	Suite 310		San Francisco		CA	US	94102	+14152021880		NULL		22	37.78129959106445	-122.41899871826172	NULL	0	NULL	0	0	NULL	iversen-judd-c-atty-san-francisco-2	6389743	NULL
5958209	12944456	Hotel Frank	386 Geary Street			San Francisco		CA	US	94102	+14159862000		http://www.hotelfranksf.com		6	37.7873085	-122.4094548	8	0	0	0	0	NULL	hotel-frank-san-francisco-2	6389743	NULL
5958210	12944457	St Vincent De Paul Society	470 Ellis Street			San Francisco		CA	US	94102	+14152029955		NULL		0	37.7848381	-122.4139638	8	0	NULL	0	0	NULL	st-vincent-de-paul-society-san-francisco-3	6389743	NULL
5958211	12944458	Sempra Energy	601 Van Ness Avenue	Suite 2060		San Francisco		CA	US	94102	+14152029986		NULL		32	37.7813535	-122.4206486	9	0	NULL	0	0	NULL	sempra-energy-san-francisco	6389743	NULL
5958215	12944459	Red Rocket Computing	870 Market Street			San Francisco		CA	US	94102	+14152174890		NULL		0	37.7850284	-122.407062	8	0	NULL	0	0	NULL	red-rocket-computing-san-francisco-2	6389743	NULL
5958216	14224906	Institutional Housing Partners	88 Kearny Street			San Francisco		CA	US	94108	+14152176820		NULL		0	37.7885893	-122.4034002	8	0	NULL	0	0	NULL	institutional-housing-partners-san-francisco	6389743	NULL
5958217	12944460	A Miner Miracle	414 Mason Street	Suite 501		San Francisco		CA	US	94102	+14152177230		NULL		6	37.787498474121094	-122.41000366210938	NULL	0	NULL	0	0	NULL	a-miner-miracle-san-francisco	6389743	NULL
5958218	12955388	A Miner Miracle Shop	441 Sutter St			San Francisco		CA	US	94108	+14153982155		http://www.aminermiracle.org		71	37.789059	-122.407637	8	0	0	0	0	17322	a-miner-miracle-shop-san-francisco-3	6389743	NULL
5958220	12944461	Cyber Copy	272 Ofarrell Street			San Francisco		CA	US	94102	+14152177554		NULL		0	37.7863071	-122.409283	8	0	2.72141595285012	1	1	1530387	cyber-copy-san-francisco	6389743	NULL
5958221	14229325	Sally Swanson Architects	490 Post Street			San Francisco		CA	US	94102	+14154453045		http://www.swanarch.com		64	37.7883044	-122.4098152	8	0	NULL	0	0	NULL	sally-swanson-architects-san-francisco	6389743	NULL
5958223	14224907	Meci Corporation	PO Box 1347			San Francisco	NULL	CA	US	94102	+14152212000		NULL		32	37.779805	-122.417362	5	0	NULL	0	0	NULL	meci-corporation-san-francisco	6389743	NULL
5958226	12944464	Food 24 Hour Convenience Market	500 Clement St			San Francisco		CA	US	94118	+14152212231		NULL		0	37.7829526	-122.4644383	8	0	3.70499637305794	3.76470588235294	17	34385529	food-24-hour-convenience-market-san-francisco-2	6389741	NULL
5958227	5958227	Legion of Honor Cafe	Golden Gate Park	100 34th Ave		San Francisco		CA	US	94121	+14157503547		NULL		0	37.7852182	-122.499884	8	0	3.37499769592037	3.3695652173913	92	51497894	legion-of-honor-cafe-san-francisco	6389741	NULL
5958231	12944465	Cats Community Awareness & Treatment Services				San Francisco		CA	US	94102	+14152229665		NULL		48	37.7786871	-122.4212424	5	0	NULL	0	0	NULL	cats-community-awareness-and-treatment-services-san-francisco	6389743	NULL
5958235	12944466	I-Pro	1400 Bridge Pkwy			San Francisco		CA	US	94102	+14152284400		NULL		16	37.7786871	-122.4212424	5	0	0	0	0	NULL	i-pro-san-francisco-2	6389743	NULL
5958237	12944467	Foundation For Deep Ecology	1062 Fort Cronkhite			San Francisco		CA	US	94102	+14152299339		NULL		16	37.8325261	-122.532297	8	0	NULL	0	0	NULL	foundation-for-deep-ecology-san-francisco	6389746	NULL
5958238	14224908	International Forum On Globalization Organization	1062 Fort Cronkite			San Francisco		CA	US	94102	+14152299350		NULL		0	37.8325261	-122.532297	8	0	NULL	0	0	NULL	international-forum-on-globalization-organization-san-francisco	6389746	NULL
5958240	14224909	Community Housing Partnership	1000 Market St			San Francisco		CA	US	94102	+14152410310		NULL		0	37.7822544	-122.4102834	8	0	NULL	0	0	NULL	community-housing-partnership-san-francisco-2	6389743	NULL
5958243	14224910	The Law Offices of Gregg Bryon	459 Fulton Street	Suite #304		San Francisco		CA	US	94102	+14153356532		http://sanfranciscocaattorneyservices.com		0	37.7784542	-122.4243922	9	0	0	0	0	NULL	law-offices-of-gregg-bryon-san-francisco	6389743	NULL
5958245	12944470	Auto Rescue	340 Fell St			San Francisco		CA	US	94102	+14152410812		NULL		32	37.7759584	-122.4236211	8	0	3.27823370392614	3.15384615384615	13	NULL	auto-rescue-san-francisco	6389743	NULL
5958246	12944471	Nancy M Conway	345 Franklin Street			San Francisco		CA	US	94102	+14152411140		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	nancy-m-conway-san-francisco	6389743	NULL
5958247	12944472	David Handsher	345 Franklin St			San Francisco		CA	US	94102	+14152411160		NULL		0	37.7775551	-122.4213974	8	0	NULL	0	0	NULL	david-handsher-san-francisco	6389743	NULL
5958251	14219496	Community Awareness & Treatment	1446 Market Street			San Francisco		CA	US	94102	+14152411199		NULL		6	37.775807	-122.41867	NULL	0	NULL	0	0	NULL	community-awareness-and-treatment-san-francisco	6389743	NULL
5958252	12944474	New College of California	50 Fell Street			San Francisco		CA	US	94102	+14152411300		NULL		32	37.7765283	-122.4185048	8	0	3	3	1	NULL	new-college-of-california-san-francisco	6389743	NULL
5958254	12944475	Levine Hugh Anthony Atty	345 Franklin Street			San Francisco		CA	US	94102	+14152411937		NULL		32	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	levine-hugh-anthony-atty-san-francisco	6389743	NULL
5958255	12944476	Antenore Dennis	345 Franklin St			San Francisco		CA	US	94102	+14152411938		NULL		0	37.7775551	-122.4213974	8	0	NULL	0	0	NULL	antenore-dennis-san-francisco	6389743	NULL
5958256	12944477	Winchester Theodore	345 Franklin St			San Francisco		CA	US	94102	+14152411939		NULL		48	37.7775551	-122.4213974	8	0	NULL	0	0	NULL	winchester-theodore-san-francisco	6389743	NULL
5958257	12944478	Tormey Margaret Law Offices of	345 Franklin Street			San Francisco		CA	US	94102	+14152411962		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	tormey-margaret-law-offices-of-san-francisco	6389743	NULL
5958259	12944479	Freydkis Ira A ESQ	345 Franklin Street			San Francisco		CA	US	94102	+14152412405		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	freydkis-ira-a-esq-san-francisco	6389743	NULL
5958261	12944480	Belovsky M Glen	345 Franklin St			San Francisco		CA	US	94102	+14152412880		NULL		0	37.7775551	-122.4213974	8	0	0	5	1	46532904	belovsky-m-glen-san-francisco	6389743	NULL
5958262	14224911	Yoey At Bessie Smith Nursery & School-Age Children's Center	95 Gough Street			San Francisco		CA	US	94102	+14152416313		NULL		0	37.7739948	-122.4224012	8	0	3	3	1	NULL	yoey-at-bessie-smith-nursery-and-school-age-childrens-center-san-francisco	6389743	NULL
5958263	12944482	John Swett Alternative Elementary School	727 Golden Gate Avenue			San Francisco		CA	US	94102	+14152416320		NULL		16	37.780484	-122.422864	8	0	NULL	0	0	42720362	john-swett-alternative-elementary-school-san-francisco	6389743	NULL
5958264	12944483	John Swett State Preschool Pre-K School	727 Golden Gate Avenue			San Francisco		CA	US	94102	+14152416323		NULL		0	37.780484	-122.422864	8	0	NULL	0	0	NULL	john-swett-state-preschool-pre-k-school-san-francisco	6389743	NULL
5958266	14224912	Volunteer Match	717 California St			San Francisco		CA	US	94108	+14152416868		NULL		6	37.7924914	-122.4061215	8	0	NULL	0	0	NULL	volunteer-match-san-francisco	6389743	NULL
5958267	5958267	VolunteerMatch	717 California St	2nd Fl		San Francisco		CA	US	94108	+14152416868		http://www.volunteermatch.org		64	37.7948581330145	-122.402958425263	9.5	0	3.74292828673011	4.25	8	966758	volunteermatch-san-francisco	6389743	NULL
5958268	12944485	Benay Edith J Law Office of	345 Franklin Street			San Francisco		CA	US	94102	+14152417286		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	benay-edith-j-law-office-of-san-francisco	6389743	NULL
5958269	12944486	Costa Steven L Atty	345 Franklin Street			San Francisco		CA	US	94102	+14152417287		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	costa-steven-l-atty-san-francisco	6389743	NULL
5958270	14224913	A Bodily Injury Law Firm	345 Franklin Street			San Francisco		CA	US	94102	+14152417297		NULL		0	37.7775561	-122.4213973	8	0	NULL	0	0	NULL	a-bodily-injury-law-firm-san-francisco	6389743	NULL
5958272	12944488	Keith M Velleca, Attorney At Law	Spear Tower	1 Market St, Ste 3600		San Francisco		CA	US	94105	+14152938048		NULL		0	37.793992	-122.3948962	9	0	0	4	1	NULL	keith-m-velleca-attorney-at-law-san-francisco	6411589	NULL
5958274	12944489	Susan M Shalit	459 Fulton Street			San Francisco		CA	US	94102	+14152417351		NULL		0	37.7786265	-122.4244177	8	0	NULL	0	0	NULL	susan-m-shalit-san-francisco	6389743	NULL
5958275	12944490	Balin & Kotler	345 Franklin St			San Francisco		CA	US	94102	+14152417360		NULL		0	37.7775551	-122.4213974	8	0	NULL	0	0	NULL	balin-and-kotler-san-francisco	6389743	NULL
5958276	14224914	Greater Gethsemane COGIC	240 Page Street			San Francisco		CA	US	94102	+14155953784		NULL		0	37.7738102	-122.4246619	8	0	NULL	0	0	55589769	greater-gethsemane-cogic-san-francisco	6389743	NULL
5958277	12944492	Studio Christo Braun	323 Ivy Street			San Francisco		CA	US	94102	+14152419285		NULL		48	37.7773059	-122.4235615	8	0	NULL	0	0	NULL	studio-christo-braun-san-francisco	6389743	NULL
5958280	12955389	S F Giants Baseball Club	Stonestown Galleria			San Francisco		CA	US	94102	+14152423222		NULL		6	37.78099822998047	-122.41699981689453	NULL	0	0	0	0	NULL	s-f-giants-baseball-club-san-francisco-2	6389743	NULL
5958281	12955194	Giants Baseball Club	Stonestown Galleria			San Francisco		CA	US	94102	+14152423222		NULL		22	37.78099822998047	-122.41699981689453	NULL	0	NULL	0	0	NULL	giants-baseball-club-san-francisco	6389743	NULL
5958282	14224915	Death Penalty Focus of California	870 Market Street			San Francisco		CA	US	94102	+14152430143		NULL		0	37.7850284	-122.407062	8	0	NULL	0	0	NULL	death-penalty-focus-of-california-san-francisco	6389743	NULL
5958285	14224916	Pacific Golf Marine	50 Pier			San Francisco		CA	US	94158	+14152430748		NULL		0	37.7736885	-122.3818159	8	0	NULL	0	0	NULL	pacific-golf-marine-san-francisco	6411589	NULL
5958289	14224917	Sf Custom Furniture	50 Pier-Shed Bay 21			San Francisco		CA	US	94102	+14152434116		NULL		0	37.7749295	-122.4194155	4	0	NULL	0	0	NULL	sf-custom-furniture-san-francisco	6389743	NULL
5958290	14224918	Fujitomi Irene Atty At Law	711 Van Ness Avenue			San Francisco		CA	US	94102	+14152434355		NULL		0	37.7820571	-122.4207994	8	0	NULL	0	0	NULL	fujitomi-irene-atty-at-law-san-francisco	6389743	NULL
5958294	5958294	Bell Plumbing North Inc	Mission & Silver			San Francisco		CA	US	94102	+14152480007		NULL		6	37.7287511	-122.4312801	7	0	0	0	0	NULL	bell-plumbing-north-inc-san-francisco	6389742	NULL
5958297	12944496	American Liver Foundation-Northern California	870 Market Street	Suite 1048		San Francisco		CA	US	94102	+14152481060		NULL		0	37.7753143	-122.4191968	9	0	NULL	0	0	NULL	american-liver-foundation-northern-california-san-francisco	6389743	NULL
5958298	12944497	Luques Restaurant and Bar	Chancellor Hotel on Union Square	433 Powell St		San Francisco		CA	US	94102	+14152482475		NULL		4096	37.7904723702228	-122.40915298461901	9.5	0	3.59087944223333	3.63157894736842	76	29367311	luques-restaurant-and-bar-san-francisco	6389743	NULL
5958299	14224919	Greenaction	1095 Market St Ste 712			San Francisco		CA	US	94103	+14152485010		NULL		0	37.7806857	-122.4122773	9	0	NULL	0	0	NULL	greenaction-san-francisco	6389743	NULL
